cell,cell_lat,cell_lon,total_events,dom_vehicle,dom_junction,cell_junction_share,cell_sev_mean,cell_veh_mean,cell_impact_sum,train_events,dom_police_station,pred_daily_viol,actual_daily_viol,pred_total,peak_block,peak_block_label,mean_impact_per_viol,epi_raw,EPI,zone_id
213_237,13.02042226,77.656659015,20,CAR,No Junction,0.0,0.6599999999999999,0.86,10.558,16,Hennuru,0.14760872719109439,0.10256410256410256,5.756740360452681,0,Late Night (00-04),0.528,0.07793740795689784,2.2,334
214_152,13.021151318181818,77.5284693590909,22,CAR,No Junction,0.0,0.6681818181818181,1.1045454545454545,17.566,12,Yeshwanthpura,0.14395183348101553,0.2564102564102564,5.614121505759607,2,Morning Peak (08-12),0.798,0.11487356311785041,3.1,335
214_154,13.021789327777778,77.53198346111111,36,LGV,No Junction,0.0,0.7722222222222223,1.0611111111111111,28.988,29,Rajajinagar,0.29502718640332254,0.1794871794871795,11.506060269729579,1,Early Morning (04-08),0.805,0.23749688505467464,6.1,100
214_155,13.0220095372549,77.53287868039216,51,HGV,No Junction,0.0,0.696078431372549,1.1705882352941177,43.227,45,Rajajinagar,0.5374121855451379,0.15384615384615385,20.959075236260375,1,Early Morning (04-08),0.848,0.45572553334227694,10.8,100
214_167,13.02173996,77.551669005,20,CAR,No Junction,0.0,0.825,1.025,16.03,16,Yeshwanthpura,0.17059991373176472,0.10256410256410256,6.653396635538823,3,Afternoon (12-16),0.802,0.1368211308128753,3.7,336
214_189,13.022053054166667,77.58447456666666,24,CAR,No Junction,0.0,0.7666666666666666,0.9041666666666667,20.74,22,R.T. Nagar,0.21749784144061196,0.05128205128205128,8.482415816183865,2,Morning Peak (08-12),0.864,0.18791813500468874,5.0,103
214_194,13.021572172727273,77.5924642090909,44,SCOOTER,No Junction,0.0,0.7,0.7636363636363637,22.89,42,R.T. Nagar,0.24021955022791433,0.05128205128205128,9.36856245888866,1,Early Morning (04-08),0.52,0.12491416611851545,3.4,102
214_195,13.021748157142857,77.59254212285714,35,SCOOTER,No Junction,0.0,0.7057142857142857,0.7142857142857143,19.8,34,R.T. Nagar,0.1515781920836678,0.02564102564102564,5.9115494912630435,1,Early Morning (04-08),0.566,0.08579325671935596,2.4,102
214_225,13.022202413846154,77.6383486323077,65,SCOOTER,No Junction,0.0,0.7,0.6338461538461537,35.21,63,Banaswadi,0.5187951577424587,0.05128205128205128,20.23301115195589,3,Afternoon (12-16),0.542,0.28118697549641264,7.1,104
214_226,13.02204223111111,77.63963867999999,45,SCOOTER,No Junction,0.0,0.6644444444444444,0.7066666666666667,26.436,37,Banaswadi,0.32008842927806047,0.20512820512820512,12.483448741844363,2,Morning Peak (08-12),0.587,0.1878919079862215,5.0,104
215_155,13.02290259090909,77.53284250454546,22,HGV,No Junction,0.0,0.6636363636363636,1.440909090909091,25.949999999999996,22,Yeshwanthpura,0.20269401687090255,0.0,7.905066657965199,2,Morning Peak (08-12),1.18,0.239178939907665,6.2,100
215_189,13.02342494436907,77.58485030502614,234,CAR,No Junction,0.0,0.6594017094017093,0.9333333333333333,184.75,176,R.T. Nagar,1.7051621965597763,1.4871794871794872,66.50132566583126,2,Morning Peak (08-12),0.79,1.3470781352822234,24.6,103
215_190,13.023717038095239,77.58504747619047,21,CAR,No Junction,0.0,0.6857142857142856,0.9666666666666667,17.681,20,R.T. Nagar,0.1712383391116655,0.02564102564102564,6.678295225354955,2,Morning Peak (08-12),0.842,0.14418268153202235,3.9,103
215_195,13.023323380701754,77.59270854122808,114,SCOOTER,No Junction,0.0,0.7052631578947368,0.7771929824561403,68.224,114,R.T. Nagar,0.39772828761897216,0.0,15.511403217139915,1,Early Morning (04-08),0.598,0.23784151599614534,6.2,102
215_224,13.022767730156621,77.63724896365669,20,SCOOTER,No Junction,0.0,0.6649999999999999,0.6399999999999999,9.354000000000001,18,Banaswadi,0.25487518794079,0.05128205128205128,9.940132329690808,3,Afternoon (12-16),0.468,0.11928158795628972,3.2,104
215_225,13.02259863,77.637808725,40,SCOOTER,No Junction,0.0,0.6975,0.645,20.154,40,Banaswadi,0.3743148572415948,0.0,14.598279432422197,3,Afternoon (12-16),0.504,0.1886546880497638,5.0,104
216_190,13.024815353333333,77.58524704285715,105,MOTOR CYCLE,No Junction,0.0,0.6799999999999999,0.8057142857142856,61.714,61,R.T. Nagar,0.5487028556026118,1.1282051282051282,21.39941136850186,1,Early Morning (04-08),0.588,0.3226372790943357,8.1,103
216_195,13.024454316216216,77.59330317837838,74,CAR,No Junction,0.0,0.6635135135135134,0.8918918918918919,42.37,73,R.T. Nagar,0.3859391808159684,0.02564102564102564,15.051628051822766,1,Early Morning (04-08),0.573,0.22114315060754988,5.8,102
217_162,13.026636342105263,77.54391943947368,38,CAR,No Junction,0.0,0.6736842105263158,0.8999999999999999,22.645,34,Yeshwanthpura,0.280541499295794,0.10256410256410256,10.941118472535964,0,Late Night (00-04),0.596,0.1672027335802932,4.5,105
217_186,13.026850589839848,77.57959233415622,115,MOTOR CYCLE,No Junction,0.0,0.6852173913043478,0.8547826086956521,62.693,57,Kodigehalli,0.5413562831564374,1.4871794871794872,21.112895043101055,1,Early Morning (04-08),0.545,0.2950391743202584,7.5,106
217_190,13.026347468421053,77.58564757368421,38,CAR,No Junction,0.0,0.6394736842105262,0.9263157894736841,23.099999999999998,30,R.T. Nagar,0.20193048713433376,0.20512820512820512,7.875288998239017,2,Morning Peak (08-12),0.608,0.12277373617767492,3.3,103
217_280,13.026394183333334,77.72057724285715,42,CAR,No Junction,0.0,0.6333333333333333,0.9880952380952381,27.471,39,K.R. Pura,0.45358234025112704,0.07692307692307693,17.689711269793953,2,Morning Peak (08-12),0.654,0.2966428505242371,7.5,337
218_161,13.027753784615385,77.5422989989011,182,MOTOR CYCLE,No Junction,0.0,0.6538461538461539,0.6626373626373626,91.172,126,Yeshwanthpura,1.0969337629169484,1.435897435897436,42.780416753760996,2,Morning Peak (08-12),0.501,0.5495638152213912,12.6,105
218_162,13.027298907627118,77.5433125457627,118,MOTOR CYCLE,No Junction,0.0,0.6203389830508474,0.7084745762711864,57.246,91,Yeshwanthpura,0.8968878429952608,0.6923076923076923,34.97862587681517,1,Early Morning (04-08),0.485,0.4349906038527015,10.4,105
218_174,13.028328303276368,77.56187998598634,20,CAR,No Junction,0.0,0.78,0.96,16.188000000000002,10,Yeshwanthpura,0.09288686599413923,0.2564102564102564,3.62258777377143,2,Morning Peak (08-12),0.809,0.07514547458925865,2.1,338
218_181,13.028174555952381,77.57245821964287,168,CAR,No Junction,0.0,0.6809523809523809,0.8261904761904763,116.95599999999999,133,Sadashivanagar,1.2322803324046665,0.8974358974358975,48.058932963782,2,Morning Peak (08-12),0.696,0.8576671113536478,17.9,106
218_182,13.027997658064516,77.57364761684588,279,CAR,No Junction,0.0,0.67168458781362,0.9491039426523298,195.582,206,Sadashivanagar,1.8567979596324455,1.8717948717948718,72.41512042566538,2,Morning Peak (08-12),0.701,1.3016153697023443,24.0,106
218_183,13.027648571232877,77.57526060479452,146,CAR,No Junction,0.0,0.682876712328767,0.9986301369863014,127.70199999999998,112,Sadashivanagar,0.9430975232963659,0.8717948717948718,36.78080340855827,2,Morning Peak (08-12),0.875,0.8252103328843201,17.3,106
218_184,13.02736087377049,77.57668090327869,61,CAR,No Junction,0.0,0.6918032786885245,0.9508196721311475,42.727999999999994,44,Sadashivanagar,0.39952713610639284,0.4358974358974359,15.58155830814932,2,Morning Peak (08-12),0.7,0.279668995274475,7.1,106
218_185,13.027202583561644,77.57814621643836,73,CAR,No Junction,0.0,0.6767123287671233,0.9876712328767122,45.288,56,Kodigehalli,0.4164121060178456,0.4358974358974359,16.240072134695975,0,Late Night (00-04),0.62,0.2581755057310643,6.6,106
218_186,13.027232849999999,77.57947696481482,54,CAR,No Junction,0.0,0.6814814814814815,0.8444444444444444,29.126,34,Kodigehalli,0.33740899091734816,0.5128205128205128,13.158950645776576,1,Early Morning (04-08),0.539,0.18186344610445068,4.8,106
218_190,13.027714284285715,77.58602406785714,140,CAR,No Junction,0.0,0.6542857142857142,0.9,88.5,107,R.T. Nagar,1.006563809528072,0.8461538461538461,39.255988571594806,2,Morning Peak (08-12),0.632,0.6361483276217416,14.2,103
219_158,13.029741805405404,77.5380022054054,37,PASSENGER AUTO,No Junction,0.0,0.7999999999999999,1.0432432432432432,22.194,21,Yeshwanthpura,0.2325200094590276,0.41025641025641024,9.068280368902077,0,Late Night (00-04),0.6,0.13951200567541655,3.8,107
219_159,13.029019447243336,77.53929538906803,113,CAR,No Junction,0.0,0.8088495575221238,0.9831858407079646,71.844,85,Yeshwanthpura,0.7790612362004626,0.717948717948718,30.38338821181804,0,Late Night (00-04),0.636,0.49548294622349426,11.6,107
219_160,13.028936819088452,77.54030709547945,73,CAR,No Junction,0.0,0.6616438356164384,0.9438356164383562,48.149,55,Yeshwanthpura,0.5435822468575646,0.46153846153846156,21.19970762744502,2,Morning Peak (08-12),0.66,0.35876428292599266,8.8,107
219_180,13.028971744516129,77.57085955870967,155,SCOOTER,No Junction,0.0,0.64,0.6129032258064516,69.066,61,Sadashivanagar,0.6755514977701416,2.41025641025641,26.346508413035522,2,Morning Peak (08-12),0.446,0.30129596800548314,7.6,106
219_187,13.029311768181817,77.58092817727272,22,CAR,No Junction,0.0,0.7,0.990909090909091,22.889999999999997,4,Kodigehalli,0.04131049599932827,0.46153846153846156,1.6111093439738025,2,Morning Peak (08-12),1.04,0.042962915839301404,1.2,339
220_156,13.031021356666665,77.53517201666666,60,MOTOR CYCLE,No Junction,0.0,0.6566666666666666,0.7866666666666666,29.772,34,Yeshwanthpura,0.3247292991163757,0.6666666666666666,12.664442665538653,1,Early Morning (04-08),0.496,0.16106573236172236,4.3,107
220_157,13.030632553887346,77.53640422346498,330,CAR,No Junction,0.0,0.7433333333333333,0.8693939393939393,248.21099999999998,267,Yeshwanthpura,2.524350101845082,1.6153846153846154,98.4496539719582,2,Morning Peak (08-12),0.752,1.8983112765875014,30.7,107
220_158,13.030231973770492,77.5376030295082,61,PASSENGER AUTO,No Junction,0.0,0.7557377049180328,0.9508196721311475,35.402,51,Yeshwanthpura,0.48735180815422097,0.2564102564102564,19.00672051801462,0,Late Night (00-04),0.58,0.2826640487294481,7.2,107
221_172,13.032529733333334,77.55876366666666,33,CAR,No Junction,0.0,1.0,0.7727272727272727,31.05,29,Yeshwanthpura,0.312901331567377,0.10256410256410256,12.203151931127703,2,Morning Peak (08-12),0.941,0.29444015300490173,7.4,108
221_175,13.032341392592594,77.5638845962963,27,CAR,No Junction,0.0,0.6925925925925925,1.0074074074074073,13.596,17,Yeshwanthpura,0.1448324241622273,0.2564102564102564,5.648464542326865,1,Early Morning (04-08),0.504,0.07299554177776256,2.0,340
221_215,13.031702426086957,77.62316460869565,23,CAR,No Junction,0.0,0.6217391304347826,1.1,12.258000000000001,7,K.G. Halli,0.044118772427415215,0.41025641025641024,1.7206321246691936,1,Early Morning (04-08),0.533,0.02351530570381231,0.7,341
221_218,13.032876786956521,77.62732889565218,23,CAR,No Junction,0.0,0.6130434782608696,1.0260869565217392,10.416,10,K.G. Halli,0.07897079024214425,0.3333333333333333,3.0798608194436263,0,Late Night (00-04),0.453,0.03577376797969135,1.0,342
222_171,13.034091955276995,77.55765345106606,74,SCOOTER,No Junction,0.0,0.8783783783783784,0.7972972972972973,49.418,56,Yeshwanthpura,0.5441533909556467,0.46153846153846156,21.221982247270223,1,Early Morning (04-08),0.668,0.363494465158372,8.9,108
222_172,13.03332449047619,77.55824283650793,63,SCOOTER,No Junction,0.0,0.9492063492063492,0.6888888888888889,42.92,39,Yeshwanthpura,0.32362085861217893,0.6153846153846154,12.621213485874977,2,Morning Peak (08-12),0.681,0.22038580471489386,5.7,108
222_192,13.033868368569362,77.58854427815392,193,CAR,No Junction,0.0,0.6098445595854922,0.8176165803108809,101.66,159,Hebbala,1.4982575567623262,0.8717948717948718,58.43204471373072,1,Early Morning (04-08),0.527,0.789581732413746,16.8,111
222_216,13.034165893684209,77.62443388210527,95,CAR,No Junction,0.0,0.6,1.1021052631578947,48.69,78,K.G. Halli,0.6599446575306546,0.4358974358974359,25.73784164369553,0,Late Night (00-04),0.513,0.3385516093132258,8.4,109
223_142,13.03567271923077,77.51379165128205,26,CAR,No Junction,0.0,0.6192307692307691,0.9961538461538461,14.22,26,Peenya,0.3567234478429498,0.0,13.91221446587504,1,Early Morning (04-08),0.547,0.19512772597009356,5.1,343
223_171,13.034728226975918,77.55725793322767,77,CAR,No Junction,0.0,0.7259740259740259,0.8662337662337662,42.098,69,Yeshwanthpura,0.528671883682994,0.20512820512820512,20.618203463636767,0,Late Night (00-04),0.547,0.28918352037459777,7.3,108
223_178,13.03529535652174,77.56754698695653,23,CAR,No Junction,0.0,0.6695652173913044,0.991304347826087,17.497999999999998,12,Sadashivanagar,0.12063366396959871,0.28205128205128205,4.7047128948143495,2,Morning Peak (08-12),0.761,0.09180221828086461,2.5,344
223_183,13.03567003488372,77.57509435813954,43,SCOOTER,No Junction,0.0,0.7,0.6837209302325581,30.869999999999997,43,Kodigehalli,0.5388873091779763,0.0,21.016605057941078,2,Morning Peak (08-12),0.718,0.38692108798978697,9.4,110
223_192,13.03532025310631,77.58902589547083,2529,SCOOTER,No Junction,0.0,0.6190984578884935,0.7402530644523527,1241.096,1927,Hebbala,17.794083940130726,15.435897435897436,693.9692736650983,1,Early Morning (04-08),0.491,8.736895214604186,65.6,111
223_215,13.034841115517242,77.62337808103449,58,TEMPO,No Junction,0.0,0.6,1.0706896551724137,40.662,30,K.G. Halli,0.28499003672040213,0.717948717948718,11.114611432095684,2,Morning Peak (08-12),0.701,0.19977801574100187,5.3,109
223_216,13.035121282105262,77.62487519157895,95,CAR,No Junction,0.0,0.6042105263157894,1.211578947368421,55.766999999999996,90,K.G. Halli,0.7921585590344837,0.1282051282051282,30.894183802344862,0,Late Night (00-04),0.587,0.46499707415324193,11.0,109
223_289,13.034728214285714,77.73416345714286,21,MOTOR CYCLE,No Junction,0.0,0.6,0.7380952380952381,5.58,21,K.R. Pura,0.2220574885992218,0.0,8.66024205536965,0,Late Night (00-04),0.266,0.05906729196739301,1.7,345
223_290,13.035750444736841,77.73546707631579,38,CAR,No Junction,0.0,0.7763157894736842,0.9315789473684211,30.46,21,K.R. Pura,0.2220954186037065,0.4358974358974359,8.661721325544555,1,Early Morning (04-08),0.802,0.17812052572017262,4.7,346
224_182,13.037094055,77.57438634500001,20,CAR,No Junction,0.0,0.69,0.8099999999999999,14.351999999999999,13,Kodigehalli,0.0959759887260758,0.1794871794871795,3.7430635603169558,1,Early Morning (04-08),0.718,0.06891075990532242,1.9,110
224_183,13.03689135,77.574684385,60,MOTOR CYCLE,No Junction,0.0,0.6966666666666667,0.7616666666666666,39.272999999999996,33,Kodigehalli,0.23024020593323138,0.6923076923076923,8.979368031396024,2,Morning Peak (08-12),0.655,0.15080733488626658,4.0,110
224_192,13.03624177286432,77.58933698944723,199,PASSENGER AUTO,No Junction,0.0,0.6693467336683416,0.8653266331658291,131.738,147,Hebbala,1.2653147207104412,1.3333333333333333,49.347274107707214,2,Morning Peak (08-12),0.662,0.8376383451103121,17.5,111
224_193,13.036539630555556,77.58957824166666,36,SCOOTER,No Junction,0.0,0.6472222222222221,0.7666666666666667,20.491999999999997,32,Hebbala,0.3229121211858925,0.10256410256410256,12.593572726249807,1,Early Morning (04-08),0.569,0.18373699695477283,4.9,111
224_215,13.036610316129032,77.62332163225805,31,CAR,No Junction,0.0,0.6290322580645161,0.9096774193548387,17.076,26,K.G. Halli,0.227344473032025,0.1282051282051282,8.866434448248976,0,Late Night (00-04),0.551,0.1252668046406458,3.4,109
224_216,13.036570023809523,77.62516105714286,21,CAR,No Junction,0.0,0.6047619047619047,1.2,12.443999999999999,21,K.G. Halli,0.2031375506653309,0.0,7.922364475947905,0,Late Night (00-04),0.593,0.12046056754454122,3.3,109
225_145,13.03834205,77.5181795939394,22,CAR,No Junction,0.0,0.890909090909091,1.0,28.362,22,Peenya,0.27202106838569673,0.0,10.608821667042172,2,Morning Peak (08-12),1.289,0.35063515714916305,8.7,112
225_177,13.038250913636364,77.56621795,22,CAR,No Junction,0.0,0.6681818181818181,1.009090909090909,20.034,21,Kodigehalli,0.18372001856194414,0.02564102564102564,7.165080723915821,2,Morning Peak (08-12),0.911,0.16736893690993113,4.5,347
225_193,13.03792865111111,77.58958825333333,45,MOTOR CYCLE,No Junction,0.0,0.6377777777777778,0.7333333333333333,26.75,34,Hebbala,0.3699475017143396,0.28205128205128205,14.427952566859245,2,Morning Peak (08-12),0.594,0.21974881601831772,5.7,111
226_145,13.039998314619881,77.51854390545809,171,PASSENGER AUTO,No Junction,0.0,0.6701754385964912,0.9847953216374269,122.80799999999999,144,Peenya,1.6727263510383137,0.6923076923076923,65.23632769049424,2,Morning Peak (08-12),0.718,1.201017520045509,22.7,112
226_146,13.03969638,77.51913849,20,BUS (BMTC/KSRTC),No Junction,0.0,0.7,1.1,13.113,19,Peenya,0.21402967356487565,0.02564102564102564,8.34715726903015,0,Late Night (00-04),0.656,0.14040346585855842,3.8,112
226_192,13.03970117777778,77.58937485555555,27,CAR,No Junction,0.0,0.7,0.9962962962962962,18.355999999999998,14,Kodigehalli,0.140538086333362,0.3333333333333333,5.480985367001118,3,Afternoon (12-16),0.68,0.09556589870668618,2.6,111
226_193,13.039862685964913,77.58978887719297,57,SCOOTER,No Junction,0.0,0.6807017543859648,0.8175438596491228,37.834,52,Hebbala,0.46126365413163756,0.1282051282051282,17.989282511133865,2,Morning Peak (08-12),0.664,0.30627906634340735,7.7,111
227_142,13.041630818367349,77.51444509183673,49,CAR,No Junction,0.0,0.6265306122448979,0.8918367346938776,30.605999999999998,26,Peenya,0.27994281419726347,0.5897435897435898,10.917769753693275,2,Morning Peak (08-12),0.625,0.17496425887328967,4.6,348
227_145,13.040723281818181,77.51853067727274,22,PASSENGER AUTO,No Junction,0.0,0.6454545454545454,0.8636363636363636,10.584,9,Chikkabanavara,0.08155077796809179,0.3333333333333333,3.18048034075558,0,Late Night (00-04),0.481,0.03922592420265215,1.1,112
227_193,13.040873634210527,77.58978565526316,38,SCOOTER,No Junction,0.0,0.6605263157894736,0.8052631578947368,18.602,35,Kodigehalli,0.373425420988597,0.07692307692307693,14.563591418555283,1,Early Morning (04-08),0.49,0.18297845628441253,4.8,111
228_143,13.042365169565217,77.51464338695652,23,CAR,No Junction,0.0,0.7391304347826086,0.9217391304347826,18.843999999999998,13,Chikkabanavara,0.13243059707970367,0.2564102564102564,5.164793286108443,2,Morning Peak (08-12),0.819,0.1084606590082773,3.0,349
228_193,13.042854875,77.59044300000001,20,BUS (BMTC/KSRTC),No Junction,0.0,0.695,1.0699999999999998,14.346,17,Kodigehalli,0.16406284964987955,0.07692307692307693,6.398451136345304,0,Late Night (00-04),0.717,0.11763306319896363,3.2,111
230_137,13.045440996666667,77.50638495666666,60,PASSENGER AUTO,No Junction,0.0,0.69,0.88,36.099,42,Peenya,0.4754410506020656,0.46153846153846156,18.542200973480558,1,Early Morning (04-08),0.602,0.2862155124624435,7.3,350
230_138,13.045396875862068,77.5075223724138,116,PASSENGER AUTO,No Junction,0.0,0.6862068965517241,0.8525862068965517,70.79899999999999,66,Chikkabanavara,0.7120751823539854,1.2820512820512822,27.77093211180543,1,Early Morning (04-08),0.61,0.43436586123593107,10.4,351
230_148,13.046111700551208,77.52249587372562,25,CAR,No Junction,0.0,0.6359999999999999,0.84,10.932,18,Jalahalli,0.20080786588405686,0.1794871794871795,7.831506769478218,0,Late Night (00-04),0.437,0.08775303739133285,2.4,352
230_165,13.045555724000002,77.54849731600001,25,CAR,No Junction,0.0,0.736,0.9440000000000001,23.79,25,Jalahalli,0.24903685879351145,0.0,9.712437492946947,2,Morning Peak (08-12),0.952,0.23708308957142288,6.1,353
230_218,13.045565969230768,77.62732425384615,26,SCOOTER,No Junction,0.0,0.6,0.6153846153846154,10.656,17,Hennuru,0.2988964237014366,0.23076923076923078,11.656960524356029,2,Morning Peak (08-12),0.41,0.122547533717589,3.3,354
230_300,13.045868462857142,77.75038690214286,140,CAR,No Junction,0.0,0.72,0.9714285714285714,108.013,107,K.R. Pura,1.1332344475886567,0.8461538461538461,44.19614345595761,2,Morning Peak (08-12),0.772,0.8748569935384429,18.1,355
231_133,13.04711527142857,77.5008683936508,63,SCOOTER,No Junction,0.0,0.6984126984126984,0.6682539682539683,25.596,63,Peenya,0.4943641732684334,0.0,19.280202757468906,0,Late Night (00-04),0.406,0.20071185434698396,5.3,356
231_134,13.047064039215686,77.5011584764706,51,SCOOTER,No Junction,0.0,0.6941176470588235,0.6,19.926,51,Peenya,0.4772199733967908,0.0,18.61157896247484,1,Early Morning (04-08),0.391,0.1865930095981452,4.9,357
231_180,13.047348031818181,77.57090897272727,22,CAR,No Junction,0.0,0.6681818181818181,1.0136363636363637,10.152,22,Kodigehalli,0.22064489108713595,0.0,8.605150752398302,0,Late Night (00-04),0.461,0.10171729479116967,2.8,113
231_181,13.047374295454546,77.57203401818182,44,CAR,No Junction,0.0,0.6636363636363636,0.9727272727272727,22.47,40,Kodigehalli,0.29201570928160614,0.10256410256410256,11.38861266198264,0,Late Night (00-04),0.511,0.14922002744290075,4.0,113
231_182,13.047431563157895,77.57392536842106,57,CAR,No Junction,0.0,0.6894736842105262,0.9210526315789473,32.649,48,Kodigehalli,0.40711297793338536,0.23076923076923078,15.877406139402028,1,Early Morning (04-08),0.573,0.2332757363558298,6.0,113
231_183,13.04739840754717,77.57563896957546,424,SCOOTER,No Junction,0.0,0.6943396226415094,0.6931603773584906,187.949,100,Kodigehalli,1.1586001374944057,8.307692307692308,45.18540536228181,0,Late Night (00-04),0.443,0.5132598609100217,11.9,113
231_184,13.047588723303836,77.57635147020649,339,MOTOR CYCLE,No Junction,0.0,0.6504424778761062,0.7292035398230088,161.724,212,Kodigehalli,2.223681520016619,3.2564102564102564,86.72357928064814,2,Morning Peak (08-12),0.477,1.0606960850479272,20.8,113
231_185,13.047809037037037,77.578086,27,CAR,No Junction,0.0,0.6814814814814815,0.8740740740740741,14.475999999999999,20,Kodigehalli,0.16158554675811948,0.1794871794871795,6.3018363235666595,1,Early Morning (04-08),0.536,0.08660985306235204,2.4,113
232_131,13.048991170222221,77.49726695585186,45,SCOOTER,No Junction,0.0,0.7911111111111111,0.9111111111111111,36.861,35,Chikkabanavara,0.41411903943754946,0.2564102564102564,16.150642538064428,2,Morning Peak (08-12),0.819,0.33916349329935297,8.4,358
232_132,13.048648155185186,77.4985022562963,27,SCOOTER,No Junction,0.0,0.7185185185185184,0.6,13.176,15,Chikkabanavara,0.23217856414808025,0.3076923076923077,9.05496400177513,1,Early Morning (04-08),0.488,0.11330313930426315,3.1,359
232_162,13.048981049999998,77.54336718181818,22,CAR,No Junction,0.0,0.7636363636363637,0.9590909090909091,15.617999999999999,14,Jalahalli,0.15905967778871252,0.20512820512820512,6.20332743375979,0,Late Night (00-04),0.71,0.11293237122998588,3.1,360
232_195,13.049313676428572,77.5933435842857,140,SCOOTER,No Junction,0.0,0.6042857142857142,0.6257142857142857,52.238,132,Hebbala,1.1288284185988209,0.20512820512820512,44.02430832535401,1,Early Morning (04-08),0.373,0.4210530001373602,10.1,114
233_129,13.050181921818181,77.49448386,55,CAR,No Junction,0.0,0.7109090909090908,0.989090909090909,32.556,42,Chikkabanavara,0.5105584332183078,0.3333333333333333,19.911778895514004,0,Late Night (00-04),0.592,0.3022505924652382,7.6,361
233_138,13.050168264705881,77.5077196882353,34,CAR,No Junction,0.0,0.6441176470588235,0.8058823529411764,18.772000000000002,15,Chikkabanavara,0.17538182304672142,0.48717948717948717,6.839891098822135,3,Afternoon (12-16),0.552,0.09681076632179024,2.7,362
233_150,13.05046507236181,77.52552964170854,199,SCOOTER,No Junction,0.0,0.6432160804020101,0.6,82.206,199,Jalahalli,1.355502319204769,0.0,52.864590448985986,0,Late Night (00-04),0.413,0.5598224578315696,12.8,363
233_168,13.05076866147541,77.5528290852459,122,SCOOTER,No Junction,0.0,0.6770491803278688,0.7245901639344262,66.522,80,Jalahalli,0.699955852319638,1.0769230769230769,27.29827824046588,2,Morning Peak (08-12),0.545,0.3814759395142027,9.3,364
233_195,13.050210648623853,77.59291215321102,218,CAR,No Junction,0.0,0.6811926605504587,0.9788990825688073,131.88299999999998,170,Kodigehalli,1.46623146517829,1.2307692307692308,57.18302714195331,0,Late Night (00-04),0.605,0.8870700364328654,18.3,114
233_220,13.0501532375,77.63027920208333,48,MOTOR CYCLE,No Junction,0.0,0.6,0.6166666666666666,20.724,40,Hennuru,0.5391435345834267,0.20512820512820512,21.02659784875364,3,Afternoon (12-16),0.432,0.23291000694004033,6.0,365
234_168,13.051347223255815,77.5523616627907,43,CAR,No Junction,0.0,0.7674418604651163,0.8744186046511628,31.080000000000002,30,Jalahalli,0.3069647199004236,0.3333333333333333,11.971624076116521,1,Early Morning (04-08),0.723,0.22193549248800626,5.8,366
234_195,13.051290179591836,77.59345457959184,49,CAR,No Junction,0.0,0.6714285714285714,0.8959183673469387,26.156,32,Kodigehalli,0.30687366069904937,0.4358974358974359,11.968072767262925,2,Morning Peak (08-12),0.534,0.16387053481329236,4.4,114
235_195,13.05382274819277,77.59281933493976,83,SCOOTER,No Junction,0.0,0.6903614457831325,0.6048192771084336,46.614,83,Kodigehalli,0.535797750186443,0.0,20.896112257271277,2,Morning Peak (08-12),0.562,0.301118335604781,7.6,367
236_138,13.054927083333334,77.50761476904762,84,CAR,No Junction,0.0,0.6142857142857142,0.9619047619047618,55.608,59,Chikkabanavara,0.6789887804646594,0.6410256410256411,26.480562438121716,2,Morning Peak (08-12),0.662,0.44949057266760456,10.7,368
236_156,13.055056013207546,77.53465663018868,53,SCOOTER,No Junction,0.0,0.6641509433962264,0.8264150943396226,35.187,46,Jalahalli,0.4651976406865933,0.1794871794871795,18.14270798677714,2,Morning Peak (08-12),0.664,0.30889123341589797,7.8,369
236_308,13.05451060714286,77.7628191404762,42,MOTOR CYCLE,No Junction,0.0,0.6571428571428571,0.6571428571428571,26.622,41,K.R. Pura,0.48614123131001674,0.02564102564102564,18.959508021090652,2,Morning Peak (08-12),0.634,0.3082135406505506,7.7,370
236_309,13.055170111538462,77.76449870769231,26,MOTOR CYCLE,No Junction,0.0,0.8,0.6,18.72,26,K.R. Pura,0.3436969462126324,0.0,13.404180902292664,2,Morning Peak (08-12),0.72,0.24746180127309533,6.4,371
237_164,13.056796323750001,77.54697597625,80,CAR,No Junction,0.0,0.625,0.835,46.308,61,Jalahalli,0.6545610928021954,0.48717948717948717,25.52788261928562,2,Morning Peak (08-12),0.579,0.3789908727324711,9.3,115
237_196,13.055722338095238,77.59428697619049,21,SCOOTER,No Junction,0.0,0.6142857142857142,0.6190476190476191,7.01,21,Hebbala,0.21358554075542885,0.0,8.329836089461725,1,Early Morning (04-08),0.334,0.07133757061231324,2.0,372
238_115,13.057334833333332,77.47313015238095,21,CAR,No Junction,0.0,0.7047619047619047,1.0095238095238095,16.398,6,No Police Station,0.08884256816358829,0.38461538461538464,3.4648601583799437,2,Morning Peak (08-12),0.781,0.06938604573576246,1.9,373
238_164,13.057606605882352,77.54655403725491,51,CAR,No Junction,0.0,0.6607843137254901,0.8509803921568627,34.158,40,Jalahalli,0.4255036626333079,0.28205128205128205,16.59464284269901,2,Morning Peak (08-12),0.67,0.28508745396431634,7.2,115
238_165,13.057286272727273,77.54779903939394,33,CAR,No Junction,0.0,0.603030303030303,0.9636363636363636,18.756,28,Jalahalli,0.3110281728783415,0.1282051282051282,12.130098742255319,0,Late Night (00-04),0.568,0.17666400219489795,4.7,115
